ID,IMAGE,MASK,ClassLABEL,ImageTYPE
Set 1-SCZ 418 DMSO Stack 1!SUM_7 STACK1  C=2_2,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 418 DMSO Stack 1!SUM_7 STACK1  C=2_2_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 418 DMSO Stack 1!SUM_7 STACK1  C=2_2_mask.tif,5,2
Set 1-SCZ 418 DMSO Stack 1!SUM_7 STACK1  C=3_2,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 418 DMSO Stack 1!SUM_7 STACK1  C=3_2_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 418 DMSO Stack 1!SUM_7 STACK1  C=3_2_mask.tif,5,3
Set 1-SCZ 418 DMSO Stack 1!SUM_7 STACK1  C=0_3,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 418 DMSO Stack 1!SUM_7 STACK1  C=0_3_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 418 DMSO Stack 1!SUM_7 STACK1  C=0_3_mask.tif,5,0
Set 1-SCZ 418 DMSO Stack 1!SUM_7 STACK1  C=1_3,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 418 DMSO Stack 1!SUM_7 STACK1  C=1_3_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 418 DMSO Stack 1!SUM_7 STACK1  C=1_3_mask.tif,5,1
Set 1-SCZ 418 DMSO Stack 1!SUM_7 STACK1  C=2_3,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 418 DMSO Stack 1!SUM_7 STACK1  C=2_3_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 418 DMSO Stack 1!SUM_7 STACK1  C=2_3_mask.tif,5,2
Set 1-SCZ 418 DMSO Stack 1!SUM_7 STACK1  C=3_3,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 418 DMSO Stack 1!SUM_7 STACK1  C=3_3_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 418 DMSO Stack 1!SUM_7 STACK1  C=3_3_mask.tif,5,3
Set 1-SCZ 413 SGK1 Stack 4!SUM_17 STACK4  C=0_0,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 SGK1 Stack 4!SUM_17 STACK4  C=0_0_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 SGK1 Stack 4!SUM_17 STACK4  C=0_0_mask.tif,8,0
Set 1-SCZ 413 SGK1 Stack 4!SUM_17 STACK4  C=1_0,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 SGK1 Stack 4!SUM_17 STACK4  C=1_0_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 SGK1 Stack 4!SUM_17 STACK4  C=1_0_mask.tif,8,1
Set 1-SCZ 413 SGK1 Stack 4!SUM_17 STACK4  C=2_0,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 SGK1 Stack 4!SUM_17 STACK4  C=2_0_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 SGK1 Stack 4!SUM_17 STACK4  C=2_0_mask.tif,8,2
Set 1-SCZ 413 SGK1 Stack 4!SUM_17 STACK4  C=3_0,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 SGK1 Stack 4!SUM_17 STACK4  C=3_0_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 SGK1 Stack 4!SUM_17 STACK4  C=3_0_mask.tif,8,3
Set 1-SCZ 413 SGK1 Stack 4!SUM_17 STACK4  C=0_1,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 SGK1 Stack 4!SUM_17 STACK4  C=0_1_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 SGK1 Stack 4!SUM_17 STACK4  C=0_1_mask.tif,8,0
Set 1-SCZ 413 SGK1 Stack 4!SUM_17 STACK4  C=1_1,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 SGK1 Stack 4!SUM_17 STACK4  C=1_1_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 SGK1 Stack 4!SUM_17 STACK4  C=1_1_mask.tif,8,1
Set 1-SCZ 413 SGK1 Stack 4!SUM_17 STACK4  C=2_1,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 SGK1 Stack 4!SUM_17 STACK4  C=2_1_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 SGK1 Stack 4!SUM_17 STACK4  C=2_1_mask.tif,8,2
Set 1-SCZ 413 SGK1 Stack 4!SUM_17 STACK4  C=3_1,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 SGK1 Stack 4!SUM_17 STACK4  C=3_1_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 SGK1 Stack 4!SUM_17 STACK4  C=3_1_mask.tif,8,3
Set 1-SCZ 413 SGK1 Stack 4!SUM_17 STACK4  C=0_2,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 SGK1 Stack 4!SUM_17 STACK4  C=0_2_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 SGK1 Stack 4!SUM_17 STACK4  C=0_2_mask.tif,8,0
Set 1-SCZ 413 SGK1 Stack 4!SUM_17 STACK4  C=1_2,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 SGK1 Stack 4!SUM_17 STACK4  C=1_2_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 SGK1 Stack 4!SUM_17 STACK4  C=1_2_mask.tif,8,1
Set 1-SCZ 413 SGK1 Stack 4!SUM_17 STACK4  C=2_2,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 SGK1 Stack 4!SUM_17 STACK4  C=2_2_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 SGK1 Stack 4!SUM_17 STACK4  C=2_2_mask.tif,8,2
Set 1-SCZ 413 SGK1 Stack 4!SUM_17 STACK4  C=3_2,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 SGK1 Stack 4!SUM_17 STACK4  C=3_2_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 SGK1 Stack 4!SUM_17 STACK4  C=3_2_mask.tif,8,3
Set 1-HC 419 SGK1 Stack 1!SUM_1 STACK1  C=0_0,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-HC 419 SGK1 Stack 1!SUM_1 STACK1  C=0_0_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-HC 419 SGK1 Stack 1!SUM_1 STACK1  C=0_0_mask.tif,3,0
Set 1-HC 419 SGK1 Stack 1!SUM_1 STACK1  C=1_0,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-HC 419 SGK1 Stack 1!SUM_1 STACK1  C=1_0_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-HC 419 SGK1 Stack 1!SUM_1 STACK1  C=1_0_mask.tif,3,1
Set 1-HC 419 SGK1 Stack 1!SUM_1 STACK1  C=2_0,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-HC 419 SGK1 Stack 1!SUM_1 STACK1  C=2_0_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-HC 419 SGK1 Stack 1!SUM_1 STACK1  C=2_0_mask.tif,3,2
Set 1-HC 419 SGK1 Stack 1!SUM_1 STACK1  C=3_0,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-HC 419 SGK1 Stack 1!SUM_1 STACK1  C=3_0_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-HC 419 SGK1 Stack 1!SUM_1 STACK1  C=3_0_mask.tif,3,3
Set 1-HC 419 SGK1 Stack 1!SUM_1 STACK1  C=0_1,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-HC 419 SGK1 Stack 1!SUM_1 STACK1  C=0_1_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-HC 419 SGK1 Stack 1!SUM_1 STACK1  C=0_1_mask.tif,3,0
Set 1-HC 419 SGK1 Stack 1!SUM_1 STACK1  C=1_1,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-HC 419 SGK1 Stack 1!SUM_1 STACK1  C=1_1_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-HC 419 SGK1 Stack 1!SUM_1 STACK1  C=1_1_mask.tif,3,1
Set 1-HC 419 SGK1 Stack 1!SUM_1 STACK1  C=2_1,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-HC 419 SGK1 Stack 1!SUM_1 STACK1  C=2_1_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-HC 419 SGK1 Stack 1!SUM_1 STACK1  C=2_1_mask.tif,3,2
Set 1-HC 419 SGK1 Stack 1!SUM_1 STACK1  C=3_1,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-HC 419 SGK1 Stack 1!SUM_1 STACK1  C=3_1_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-HC 419 SGK1 Stack 1!SUM_1 STACK1  C=3_1_mask.tif,3,3
Set 1-HC 419 SGK1 Stack 1!SUM_1 STACK1  C=0_2,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-HC 419 SGK1 Stack 1!SUM_1 STACK1  C=0_2_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-HC 419 SGK1 Stack 1!SUM_1 STACK1  C=0_2_mask.tif,3,0
Set 1-HC 419 SGK1 Stack 1!SUM_1 STACK1  C=1_2,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-HC 419 SGK1 Stack 1!SUM_1 STACK1  C=1_2_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-HC 419 SGK1 Stack 1!SUM_1 STACK1  C=1_2_mask.tif,3,1
Set 1-HC 419 SGK1 Stack 1!SUM_1 STACK1  C=2_2,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-HC 419 SGK1 Stack 1!SUM_1 STACK1  C=2_2_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-HC 419 SGK1 Stack 1!SUM_1 STACK1  C=2_2_mask.tif,3,2
Set 1-HC 419 SGK1 Stack 1!SUM_1 STACK1  C=3_2,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-HC 419 SGK1 Stack 1!SUM_1 STACK1  C=3_2_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-HC 419 SGK1 Stack 1!SUM_1 STACK1  C=3_2_mask.tif,3,3
Set 1-SCZ 413 CHIR Stack 4!SUM_18 STACK4  C=0_0,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 CHIR Stack 4!SUM_18 STACK4  C=0_0_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 CHIR Stack 4!SUM_18 STACK4  C=0_0_mask.tif,6,0
Set 1-SCZ 413 CHIR Stack 4!SUM_18 STACK4  C=1_0,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 CHIR Stack 4!SUM_18 STACK4  C=1_0_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 CHIR Stack 4!SUM_18 STACK4  C=1_0_mask.tif,6,1
Set 1-SCZ 413 CHIR Stack 4!SUM_18 STACK4  C=2_0,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 CHIR Stack 4!SUM_18 STACK4  C=2_0_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 CHIR Stack 4!SUM_18 STACK4  C=2_0_mask.tif,6,2
Set 1-SCZ 413 CHIR Stack 4!SUM_18 STACK4  C=3_0,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 CHIR Stack 4!SUM_18 STACK4  C=3_0_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 CHIR Stack 4!SUM_18 STACK4  C=3_0_mask.tif,6,3
Set 1-SCZ 413 CHIR Stack 4!SUM_18 STACK4  C=0_1,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 CHIR Stack 4!SUM_18 STACK4  C=0_1_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 CHIR Stack 4!SUM_18 STACK4  C=0_1_mask.tif,6,0
Set 1-SCZ 413 CHIR Stack 4!SUM_18 STACK4  C=1_1,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 CHIR Stack 4!SUM_18 STACK4  C=1_1_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 CHIR Stack 4!SUM_18 STACK4  C=1_1_mask.tif,6,1
Set 1-SCZ 413 CHIR Stack 4!SUM_18 STACK4  C=2_1,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 CHIR Stack 4!SUM_18 STACK4  C=2_1_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 CHIR Stack 4!SUM_18 STACK4  C=2_1_mask.tif,6,2
Set 1-SCZ 413 CHIR Stack 4!SUM_18 STACK4  C=3_1,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 CHIR Stack 4!SUM_18 STACK4  C=3_1_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 CHIR Stack 4!SUM_18 STACK4  C=3_1_mask.tif,6,3
Set 1-SCZ 413 CHIR Stack 4!SUM_18 STACK4  C=0_2,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 CHIR Stack 4!SUM_18 STACK4  C=0_2_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 CHIR Stack 4!SUM_18 STACK4  C=0_2_mask.tif,6,0
Set 1-SCZ 413 CHIR Stack 4!SUM_18 STACK4  C=1_2,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 CHIR Stack 4!SUM_18 STACK4  C=1_2_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 CHIR Stack 4!SUM_18 STACK4  C=1_2_mask.tif,6,1
Set 1-SCZ 413 CHIR Stack 4!SUM_18 STACK4  C=2_2,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 CHIR Stack 4!SUM_18 STACK4  C=2_2_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 CHIR Stack 4!SUM_18 STACK4  C=2_2_mask.tif,6,2
Set 1-SCZ 413 CHIR Stack 4!SUM_18 STACK4  C=3_2,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 CHIR Stack 4!SUM_18 STACK4  C=3_2_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 413 CHIR Stack 4!SUM_18 STACK4  C=3_2_mask.tif,6,3
Set 1-SCZ 352 DMSO Stack 4!SUM_27 STACK4  C=0_0,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 352 DMSO Stack 4!SUM_27 STACK4  C=0_0_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 352 DMSO Stack 4!SUM_27 STACK4  C=0_0_mask.tif,5,0
Set 1-SCZ 352 DMSO Stack 4!SUM_27 STACK4  C=1_0,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 352 DMSO Stack 4!SUM_27 STACK4  C=1_0_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 352 DMSO Stack 4!SUM_27 STACK4  C=1_0_mask.tif,5,1
Set 1-SCZ 352 DMSO Stack 4!SUM_27 STACK4  C=2_0,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 352 DMSO Stack 4!SUM_27 STACK4  C=2_0_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 352 DMSO Stack 4!SUM_27 STACK4  C=2_0_mask.tif,5,2
Set 1-SCZ 352 DMSO Stack 4!SUM_27 STACK4  C=3_0,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 352 DMSO Stack 4!SUM_27 STACK4  C=3_0_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 352 DMSO Stack 4!SUM_27 STACK4  C=3_0_mask.tif,5,3
Set 1-SCZ 352 DMSO Stack 4!SUM_27 STACK4  C=0_1,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 352 DMSO Stack 4!SUM_27 STACK4  C=0_1_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 352 DMSO Stack 4!SUM_27 STACK4  C=0_1_mask.tif,5,0
Set 1-SCZ 352 DMSO Stack 4!SUM_27 STACK4  C=1_1,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 352 DMSO Stack 4!SUM_27 STACK4  C=1_1_image.tif,/home/cpu/Downloads/NeuronImages/9-8-20 SCZ + HC Soma Quantification/bin/Notebooks/../../data/Set 1-SCZ 352 DMSO Stack 4!SUM_27 STACK4  C=1_1_mask.tif,5,1
